기록일시(KST),가격,24h변동%,OI(BTC),OI추세,Notional OI(USD),TopTrader L/S(계정) 추세,TopTrader L/S(포지션) 추세,Global L/S 추세,Taker BuySellRatio(최근),Taker 구간 Min,Taker 구간 Max,Mark Price,Index Price,Basis,Funding Rate(%),다음 정산(KST),BTC 시총(USD),OI/시총비율(%),해석(자동)
2026-09-16 17:58:40,75669,-1.636,107355.855,107686.9→107351.0,8123510192,1.9061→1.9163,2.3369→2.3268,1.8297→1.8241,3.533,0.2782,3.533,75670.65601,75709.18283,-38.52681884,0.00079,2026-09-17 1:00,1519137512404,0.5347448882,완만한 롱 우위 가능성
2026-09-16 18:08:40,75793.9,-1.413,107156.036,107606.7→107306.1,8121773877,1.9011→1.9197,2.3414→2.3263,1.8241→1.8289,1.9452,0.2782,3.533,75793.98666,75829.37891,-35.39224887,0.000851,2026-09-17 1:00,1523564043570,0.5330772875,완만한 롱 우위 가능성 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 18:18:40,75781.2,-1.495,107070.358,107620.7→107060.4,8113920214,1.9011→1.9095,2.3420→2.3177,1.8241→1.8209,0.3658,0.2782,3.533,75779.81738,75809.82109,-30.00371015,0.000781,2026-09-17 1:00,1521687501772,0.5332185619,중립·박스권
2026-09-16 18:28:40,75822.6,-1.319,107082.766,107573.3→107049.0,8119293733,1.8986→1.9070,2.3458→2.3153,1.8217→1.8185,0.9606,0.2782,3.533,75818.74403,75853.59674,-34.85271014,0.000893,2026-09-17 1:00,1522176422428,0.5334003085,중립·박스권
2026-09-16 18:38:40,75882,-1.337,107089.903,107566.9→107062.0,8126196019,1.9061→1.9070,2.3516→2.3241,1.8305→1.8185,0.2832,0.2782,3.533,75880.6,75907.09826,-26.49826087,0.001132,2026-09-17 1:00,1522621806013,0.5336975989,중립·박스권
2026-09-16 18:48:40,75895.2,-1.393,107042.874,107605.8→107083.5,8124040331,1.9044→1.9053,2.3481→2.3205,1.8265→1.8185,0.8178,0.2832,3.533,75909.9,75931.55848,-21.65847826,0.001575,2026-09-17 1:00,1523493931464,0.5332505869,중립·박스권
2026-09-16 18:58:40,75945.1,-1.316,107059.806,107596.1→107031.4,8130667673,1.9002→1.9036,2.3486→2.3323,1.8233→1.8185,1.2471,0.2832,3.533,75960,75988.70978,-28.70978261,0.001927,2026-09-17 1:00,1524746748846,0.5332470903,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 19:08:40,75978.9,-1.223,106932.495,107549.6→106957.6,8124613344,1.8994→1.8977,2.3471→2.3284,1.8217→1.8129,1.5662,0.2832,3.533,75978.9,76010.86087,-31.96086957,0.00202,2026-09-17 1:00,1525040841515,0.5327472631,중립·박스권
2026-09-16 19:18:40,75965.9,-1.317,106953.16,107494.0→106956.5,8124793057,1.8986→1.8868,2.3418→2.3330,1.8201→1.8011,0.8962,0.2832,3.533,75965.8,75987.58435,-21.78434783,0.002207,2026-09-17 1:00,1524434189655,0.5329710598,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 19:28:40,75915.6,-1.282,106950.719,107416.5→106900.3,8119228003,1.8960→1.8827,2.3412→2.3319,1.8169→1.7972,0.478,0.2832,3.533,75919.6628,75953.38717,-33.72437681,0.002428,2026-09-17 1:00,1524361455361,0.5326314159,중립·박스권
2026-09-16 19:38:40,75938.2,-1.286,107029.014,107401.4→106975.7,8127590671,1.8868→1.8777,2.3445→2.3333,1.8019→1.7902,1.6716,0.2832,3.533,75938.2,75971.23543,-33.03543478,0.002701,2026-09-17 1:00,1524715362733,0.5330562589,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 19:48:40,75927.5,-1.472,107028.756,107423.7→107019.4,8126425871,1.8918→1.8777,2.3372→2.3343,1.8074→1.7894,2.3094,0.2832,3.533,75927.6022,75967.12087,-39.51866667,0.002945,2026-09-17 1:00,1525105332018,0.5328435814,중립·박스권
2026-09-16 19:58:40,75889.1,-1.494,107079.361,107306.6→107009.1,8126156335,1.9070→1.8769,2.3280→2.3336,1.8153→1.7878,0.3501,0.2832,3.533,75889.1,75915.65283,-26.55282609,0.002779,2026-09-17 1:00,1523816132268,0.5332766968,중립·박스권
2026-09-16 20:08:40,75892.9,-1.552,107130.591,107312.8→107122.4,8130451230,1.9121→1.8703,2.3284→2.3379,1.8185→1.7809,1.598,0.2832,3.533,75891.4,75914.7263,-23.32630435,0.003028,2026-09-17 1:00,1524627804530,0.5332744953,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 20:18:40,75907.1,-1.499,107031.058,107346.7→107095.4,8124417223,1.9163→1.8653,2.3248→2.3368,1.8225→1.7755,1.1547,0.2832,3.533,75904.76536,75932.9737,-28.20833333,0.00332,2026-09-17 1:00,1523333704772,0.5333314163,중립·박스권
2026-09-16 20:28:40,75946.8,-1.321,107042.11,107332.8→107020.8,8129505720,1.9206→1.8662,2.3269→2.3354,1.8289→1.7770,0.5929,0.2832,2.4939,75946.99886,75970.15891,-23.16005797,0.003787,2026-09-17 1:00,1523959957329,0.53344615,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 20:38:40,75944.7,-1.232,107037.061,107133.6→107016.6,8128897487,1.9138→1.8653,2.3196→2.3430,1.8241→1.7755,1.4341,0.2832,2.7487,75953.68904,75991.65848,-37.96943778,0.004507,2026-09-17 1:00,1526260264916,0.5326023139,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 20:48:40,76184,-0.842,106684.657,107049.4→106693.7,8127663909,1.9070→1.8902,2.3152→2.3700,1.8169→1.8121,1.8425,0.2832,2.7487,76179.36101,76210.32913,-30.96812318,0.004734,2026-09-17 1:00,1529410606706,0.531424581,숏 커버링 가능성
2026-09-16 20:58:40,76196.6,-0.935,106650.257,107064.2→106617.0,8126386973,1.9078→1.8910,2.3160→2.3665,1.8185→1.8161,1.321,0.2832,2.7487,76195.71046,76228.79348,-33.08301449,0.004877,2026-09-17 1:00,1530414839371,0.5309924318,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 21:08:40,76160,-0.935,106716.065,107061.8→106712.9,8127495510,1.9061→1.8918,2.3235→2.3596,1.8185→1.8177,1.1632,0.3501,2.7487,76160.99872,76205.265,-44.26627536,0.004844,2026-09-17 1:00,1530087892969,0.5311783426,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 21:18:40,76060.1,-1.149,106526.657,107027.4→106520.7,8102428184,1.9036→1.8852,2.3313→2.3509,1.8161→1.8114,0.3243,0.3243,2.7487,76052.13248,76098.85109,-46.7186087,0.004723,2026-09-17 1:00,1527647552461,0.5303859631,완만한 숏 우위 가능성
2026-09-16 21:28:40,75891.8,-1.339,106387.47,107029.0→106362.3,8073936596,1.9036→1.8818,2.3315→2.3449,1.8177→1.8058,0.4426,0.3243,2.7487,75892.81157,75934.42304,-41.61147826,0.004564,2026-09-17 1:00,1525333167598,0.5293228238,완만한 숏 우위 가능성
2026-09-16 21:38:40,75909.7,-1.303,106314.42,106903.0→106281.1,8070295728,1.8927→1.8736,2.3289→2.3474,1.8082→1.7925,0.8791,0.3243,2.7487,75909.7,75951.5137,-41.81369565,0.004567,2026-09-17 1:00,1524933752836,0.5292227097,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 21:48:40,75959.8,-1.23,106318.148,106931.0→106304.6,8075905258,1.8827→1.8744,2.3318→2.3449,1.7972→1.7949,0.7751,0.3243,2.7487,75959.7,75982.67478,-22.97478261,0.004535,2026-09-17 1:00,1524255461823,0.5298262306,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 21:58:40,75891.9,-1.291,106475.088,106942.3→106422.8,8080596731,1.8794→1.8736,2.3323→2.3491,1.7925→1.7941,3.4807,0.3243,3.4807,75892.43397,75942.32674,-49.89276812,0.004306,2026-09-17 1:00,1524122783295,0.5301801679,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 22:08:40,75710.1,-1.687,106614.636,107003.9→106595.0,8071804753,1.8760→1.8711,2.3341→2.3713,1.7878→1.7871,0.3952,0.3243,3.4807,75717.8,75747.54413,-29.74413043,0.004113,2026-09-17 1:00,1521160439490,0.5306346749,완만한 숏 우위 가능성 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 22:18:40,75823.6,-1.468,106678.452,107016.1→106594.5,8088744273,1.8794→1.8711,2.3344→2.3745,1.7902→1.7878,0.8616,0.3243,3.4807,75830.12391,75854.86,-24.73608696,0.004138,2026-09-17 1:00,1520900712248,0.5318390746,완만한 롱 우위 가능성
2026-09-16 22:28:40,75785.6,-1.431,106670.108,107132.1→106660.7,8084058137,1.8694→1.8719,2.3370→2.3744,1.7801→1.7878,0.922,0.3243,3.4807,75789,75817.96891,-28.96891304,0.00398,2026-09-17 1:00,1521622007900,0.5312789967,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 22:38:40,75561.1,-1.198,106680.065,107099.8→106687.5,8060863059,1.8670→1.8760,2.3378→2.3705,1.7785→1.7917,0.7418,0.3243,3.4807,75569.9,75602.44478,-32.54478261,0.003788,2026-09-17 1:00,1518941651627,0.5306894475,완만한 숏 우위 가능성 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 22:48:40,75830.2,-0.562,106903.902,107010.0→106784.7,8106544269,1.8637→1.8802,2.3333→2.3762,1.7747→1.7949,1.5062,0.3243,3.4807,75849.2,75873.89804,-24.69804348,0.003862,2026-09-17 1:00,1519936069725,0.5333477132,완만한 롱 우위 가능성
2026-09-16 22:58:40,75715.5,-0.937,106923.603,107017.8→106916.8,8095774063,1.8637→1.8877,2.3416→2.3645,1.7747→1.8066,0.6576,0.3243,3.4807,75717.20169,75744.71565,-27.51396376,0.003825,2026-09-17 1:00,1520436143660,0.5324639313,완만한 숏 우위 가능성 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 23:08:40,75537.1,-1.015,107051.289,107015.8→106959.4,8086343922,1.8711→1.8918,2.3426→2.3606,1.7824→1.8066,0.6864,0.3243,3.4807,75533.73273,75559.85587,-26.12313769,0.003615,2026-09-17 1:00,1518093182373,0.5326645305,완만한 숏 우위 가능성 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-16 23:18:40,75654.2,-0.877,107204.63,106671.4→107161.2,8110480519,1.8877→1.8902,2.3645→2.3522,1.8106→1.8035,0.5753,0.3243,3.4807,75656.75358,75662.27109,-5.51750375,0.003985,2026-09-17 1:00,1517996048111,0.5342886452,완만한 롱 우위 가능성
2026-09-16 23:28:40,75769.9,-0.869,107223.425,106614.1→107219.1,8124308190,1.8910→1.8960,2.3651→2.3526,1.8161→1.8106,1.2107,0.3243,3.4807,75771.2846,75785.15522,-13.87062219,0.004385,2026-09-17 1:00,1519791225816,0.5345673835,완만한 롱 우위 가능성
2026-09-16 23:38:40,75690.3,-0.522,107285.704,106671.1→107267.9,8120487121,1.8885→1.9002,2.3564→2.3573,1.8153→1.8177,0.9255,0.3243,3.4807,75695.3,75723.77587,-28.47586957,0.004601,2026-09-17 1:00,1520468222819,0.5340780557,완만한 숏 우위 가능성
2026-09-16 23:48:40,75600,-0.253,107346.775,106503.9→107279.9,8115416190,1.8794→1.9028,2.3480→2.3614,1.8058→1.8193,1.4125,0.3952,3.4807,75595.31305,75639.39457,-44.0815145,0.004773,2026-09-17 1:00,1519871648620,0.5339540479,완만한 숏 우위 가능성
2026-09-16 23:58:40,75576,-0.47,107382.554,106376.9→107347.2,8115543901,1.8760→1.9036,2.3392→2.3583,1.7980→1.8193,0.8371,0.3952,3.4807,75576.24718,75609.795,-33.54781884,0.004603,2026-09-17 1:00,1517421188439,0.5348247384,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-17 0:08:40,75585.3,-0.597,107363.437,106300.2→107362.9,8115097595,1.8744→1.9019,2.3457→2.3538,1.7949→1.8193,1.3267,0.3952,3.4807,75571.86269,75625.11174,-53.24905072,0.005012,2026-09-17 1:00,1519368891365,0.5341097637,중립·박스권
2026-09-17 0:18:40,75654.9,-0.48,107348.189,106303.1→107374.6,8121416504,1.8760→1.8994,2.3448→2.3558,1.7964→1.8169,1.1828,0.3952,3.4807,75659.38636,75698.5687,-39.18234058,0.004861,2026-09-17 1:00,1519687900063,0.5344134479,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-17 0:28:40,75661.7,-0.948,107314.779,106427.0→107295.8,8119618614,1.8727→1.9011,2.3510→2.3490,1.7917→1.8185,1.3697,0.3952,2.8329,75665.35551,75698.205,-32.84948551,0.004912,2026-09-17 1:00,1520692511211,0.5339421714,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
2026-09-17 0:38:40,75695.8,-0.798,107290.234,106594.6→107291.2,8121420095,1.8711→1.9044,2.3735→2.3434,1.7863→1.8217,1.0252,0.4902,2.8329,75695.8,75733.28413,-37.48413043,0.005069,2026-09-17 1:00,1519057618594,0.534635421,중립·박스권 · 계정/포지션 L/S 디버전스(소액↔대형 반대 포지셔닝 가능성)
